incident_id,source_field,source_value,mapped_ethics_issue,mapped_application_area,mapping_reason
1267,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1261,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1261,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1264,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1264,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1266,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1266,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1266,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1281,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1281,text_for_classification,failure,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1278,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1278,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1301,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1301,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1263,text_for_classification,claude,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1263,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1271,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1271,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1275,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1275,text_for_classification,scam,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1282,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1282,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1279,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1279,text_for_classification,incorrect,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1284,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1284,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1483,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1483,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1277,text_for_classification,openai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1277,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1277,text_for_classification,suicide,Mental health,,Matched mental-health or emotional-harm terms.
1515,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1515,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1287,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1287,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1321,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1321,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1321,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1422,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1422,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1433,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1433,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1566,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1566,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1285,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1285,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1430,text_for_classification,taxpayer,,Smart finance,"Matched finance, insurance, or trading terms."
1430,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1314,text_for_classification,banking,,Smart finance,"Matched finance, insurance, or trading terms."
1314,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1314,text_for_classification,emotional distress,Mental health,,Matched mental-health or emotional-harm terms.
1432,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1432,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1341,text_for_classification,physician,,Smart healthcare,Matched healthcare or clinical terms.
1341,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1298,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1298,text_for_classification,inaccurate,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1300,text_for_classification,self-driving,,Autonomous driving,Matched autonomous-driving terms.
1300,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1303,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1303,text_for_classification,failure,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1516,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1516,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
